player,kills,deaths,adr,kast,rating,team_on,team_against,map
Adam9130,16,21,72.7,64.3%,0.92,Into the Bin,FROGS,Overpass
aVN,14,15,51.5,70.4%,0.93,Zero Tenacity,undefined,Nuke
Aleksib,11,13,51.8,69.2%,0.91,Ninjas in Pyjamas,fnatic,Overpass
joel,12,15,58.5,50.0%,0.72,GODSENT,OG,Mirage
SBT,15,19,58.7,72.4%,0.86,Arcadia,Make Your Destiny,Inferno
Omichella,16,24,59.9,60.0%,0.82,DeadWeight,Encore,Mirage
DANVIET,17,19,70.8,60.7%,0.85,Fuscão 1500,Case,Ancient
Walco,10,24,44.0,56.7%,0.55,EG Black,Imperial,Nuke
Bruninho,16,17,66.6,67.9%,0.94,FURIA Academy,Boca Juniors,Mirage
NAF,16,20,68.8,73.3%,0.94,Liquid,paiN,Anubis
1Knas,9,20,53.4,68.0%,0.64,7AM,Arctic Raptors,Overpass
Enzo,8,19,47.0,43.5%,0.44,AGO,EPIC DUDES,Overpass
K6y,18,21,63.7,55.2%,0.86,Choppers,Into the Bin,Overpass
w1,10,11,53.9,76.2%,1.06,INTZ,RED Canids,Nuke
skyye,15,17,58.1,57.1%,0.83,BIG Academy,MASONIC,Mirage
Goofy,13,23,57.2,56.7%,0.72,9INE,BIG,Mirage
NiNo,7,19,49.0,38.1%,0.48,K10,ROYALS,Vertigo
Enzo,12,11,62.2,79.2%,1.06,AGO,Fourteen,Anubis
buster,8,18,36.5,62.5%,0.59,Cloud9,Ninjas in Pyjamas,Vertigo
Plopski,9,15,44.7,60.0%,0.61,GODSENT,Astralis,Nuke
ZOREE,11,17,45.2,61.5%,0.72,JANO,BIG Academy,Inferno
JAUSTERE,16,26,71.1,57.1%,0.8,eMasters,FROGS,Anubis
FASHR,18,22,81.1,76.7%,1.05,fnatic,Spirit,Overpass
consss,19,25,63.8,61.1%,0.9,sYnck,OG,Mirage
Walco,12,15,59.7,66.7%,0.86,EG Black,FURIA,Mirage
abizz,11,18,43.7,80.0%,0.78,Desorganizados,CARECAS,Anubis
fREQ,10,15,41.4,70.4%,0.75,Corinthians,Furious,Mirage
fakzwall,9,16,43.7,56.5%,0.63,WINDINGO,ODDIK,Overpass
VINI,13,12,61.3,76.9%,1.1,Imperial,Complexity,Ancient
rapala,3,21,35.1,48.0%,0.36,EPIC DUDES,undefined,Nuke
DemQQ,17,19,69.7,62.1%,0.9,Monte,Spirit Academy,Anubis
Andrew,13,22,65.3,60.0%,0.76,Furious,MIBR Academy,Inferno
rapala,9,20,53.7,36.4%,0.53,EPIC DUDES,AGO,Nuke
sh1ro,10,19,59.5,53.8%,0.64,Cloud9,Ninjas in Pyjamas,Overpass
Linko,9,21,58.3,47.8%,0.49,Make Your Destiny,JANO,Mirage
s1n,14,21,64.4,80.0%,0.85,BIG Academy,Monte,Vertigo
RIZZZ,6,19,36.7,43.5%,0.43,Fourteen,undefined,Nuke
nicoodoz,13,21,60.4,62.1%,0.79,fnatic,GODSENT,Overpass
Surreal,9,14,45.8,79.2%,0.84,Endpoint,Spirit Academy,Inferno
eku,13,23,73.6,59.3%,0.78,sYnck,Cloud9,Vertigo
blameF,17,17,70.4,62.1%,1.03,Astralis,Spirit,Vertigo
niko,19,19,73.3,70.0%,1.05,OG,Ninjas in Pyjamas,Mirage
MisteM,10,24,40.5,50.0%,0.52,ATK,Strife,Inferno
tom1jed,7,20,54.6,45.0%,0.4,Furious,Fuscão 1500,Mirage
Jesscas,14,21,54.1,53.8%,0.69,EG Gold,Detonate SparX,Ancient
lisa,12,14,59.8,71.4%,0.94,Shimmer,byte,Overpass
shane,9,20,54.0,62.5%,0.55,timbermen,ATK,Anubis
danoco,13,23,58.5,53.8%,0.67,RED Canids,paiN Academy,Ancient
Drewtheshrew,5,16,31.0,28.6%,0.33,X13,Strife,Inferno
nosraC,11,20,54.5,50.0%,0.57,Nouns,Liquid,Nuke
chjna,16,18,54.0,60.7%,0.9,MIBR fe,FURIA fe,Mirage
tata,10,22,45.2,67.9%,0.7,ENDGAME,LRV fe,Nuke
mynio,17,24,64.1,55.2%,0.74,9INE,fnatic,Overpass
nicks,16,21,66.0,67.9%,0.83,MIBR Academy,Case,Ancient
Pipw,7,17,40.0,54.2%,0.55,Insilio,Zero Tenacity,Vertigo
D7,9,21,46.9,33.3%,0.39,BIG EQUIPA,Nigma Galaxy,Inferno
josefine,12,10,64.2,84.2%,1.26,Flames Shieldmaidens,VP.Angels,Ancient
Fessor,10,19,61.0,56.5%,0.8,Endpoint,Young Ninjas,Inferno
nafany,14,21,60.4,67.9%,0.87,Cloud9,GODSENT,Ancient
SBT,12,11,61.4,81.0%,1.04,Arcadia,K23,Overpass
BobZ,20,36,61.4,68.1%,0.73,INTZ,ARCTIC,Anubis
emi,12,23,45.1,75.9%,0.72,Partizan,BIG Academy,Mirage
baz,15,13,61.2,82.6%,1.0,Spirit Academy,Aurora,Overpass
Adam9130,13,18,45.2,66.7%,0.84,Into the Bin,Insilio,Overpass
SHiNE,7,19,47.1,63.0%,0.55,EYEBALLERS,iNation,Inferno
bodyy,11,25,58.6,53.3%,0.65,Falcons,Cloud9,Vertigo
Woro2k,13,11,68.4,78.3%,1.15,Monte,ECSTATIC,Anubis
SBT,12,14,51.5,84.6%,0.97,Arcadia,ROYALS,Anubis
Graviti,9,10,73.2,68.4%,0.98,LDLC,Tricked,Nuke
bichop,9,20,45.5,52.0%,0.5,WINDINGO,FURIA Academy,Nuke
mchy,11,21,51.0,56.5%,0.57,Starfish,Factor Ruby,Overpass
eychesdot,10,20,45.3,48.1%,0.55,Saints,CLG Red,Mirage
brnz4n,20,30,63.5,67.5%,0.79,MIBR,paiN,Nuke
lenci,9,20,44.6,63.0%,0.59,Boca Juniors,ODDIK,Nuke
Babs,7,14,39.8,61.9%,0.55,Black Dragons fe,B4 fe,Vertigo
Razzmo,10,14,52.8,73.1%,0.86,Nakama,K23,Inferno
God6y,14,28,58.8,63.9%,0.71,GHR,Zero Tenacity,Mirage
Emerald,15,25,58.7,63.3%,0.75,Flames Shieldmaidens,GUILD,Inferno
Nayomy,14,17,63.7,64.0%,0.94,NIP Impact,Astralis fe,Inferno
b0RUP,7,17,34.2,43.5%,0.48,Copenhagen Flames,Cloud9,Vertigo
s1n,16,15,87.5,82.6%,1.11,BIG Academy,Illuminar,Vertigo
nacho,15,18,54.7,57.7%,0.86,Desorganizados,FUSION,Nuke
simke,20,21,66.1,65.5%,0.95,Zero Tenacity,Into the Bin,Overpass
F1KU,10,20,49.7,50.0%,0.53,OG,Ninjas in Pyjamas,Vertigo
Magnojez,19,21,71.8,63.3%,0.96,K23,Aurora,Inferno
Krad,15,18,60.4,67.9%,0.85,FORZE,Virtus.pro,Anubis
stormzyn,13,14,67.1,68.2%,1.09,CARECAS,Hype,Anubis
iso,14,20,45.7,57.1%,0.71,PALOMA,Partizan,Inferno
Atrox,11,21,54.7,65.5%,0.73,ROYALS,K23,Overpass
Tionix,10,11,56.8,85.0%,1.01,GHR,Insilio,Nuke
HeavyGod,11,16,60.0,85.2%,1.02,Endpoint,iNation,Overpass
MaSvAl,12,19,58.2,58.3%,0.7,Iron Branch,HEET,Inferno
jL,15,22,62.4,48.0%,0.65,Apeks,MOUZ,Overpass
SkulL,2,17,31.2,31.6%,0.2,The Big Dogs,Grayhound,Inferno
Duplicate,7,7,39.7,80.0%,1.03,Partizan,Sangal,Anubis
myltsi,15,22,59.3,63.3%,0.85,ENCE Academy,Viperio,Vertigo
pz,11,14,48.7,68.2%,0.9,VERTEX,e-LEMON-ators,Mirage
Jeorge,14,24,68.2,48.3%,0.72,EG Black,ATK,Mirage
Andrew,6,16,41.8,52.2%,0.6,Furious,ARCTIC,Overpass
chop,12,20,43.9,60.7%,0.64,Vendetta,EG Black,Overpass
HadeZ,17,17,65.2,74.1%,0.96,EPIC DUDES,GODSENT,Ancient
roz,9,11,49.0,81.0%,0.91,Fuscão 1500,RED Canids,Vertigo
RICIOLI,11,19,46.8,53.6%,0.65,ODDIK,Sharks,Nuke
sdy,15,19,66.0,63.0%,0.85,Monte,Ninjas in Pyjamas,Vertigo
sl3nd,11,15,61.0,60.0%,0.84,MOUZ NXT,Young Ninjas,Vertigo
SENER1,18,21,73.7,53.3%,0.89,Bad News Eagles,FORZE,Mirage
vLa,8,19,47.8,63.0%,0.67,ODDIK,ARCTIC,Anubis
diozera,12,23,62.3,66.7%,0.7,MIBR Academy,INTZ,Vertigo
spooke,14,22,70.9,67.9%,0.87,PROSPECTS,Spirit Academy,Anubis
podi,13,9,48.0,87.5%,1.14,ENCE Academy,Illuminar,Inferno
BledarD,12,11,60.8,68.4%,1.16,BLINK,Viperio,Ancient
RuStY,13,15,55.9,69.2%,0.87,GODSENT,BIG,Nuke
SkulL,15,15,63.8,80.8%,1.04,The Big Dogs,Encore,Ancient
MSL,21,24,56.7,60.0%,0.9,NtK,PROSPECTS,Ancient
simke,11,20,62.0,40.9%,0.55,Zero Tenacity,ENCE Academy,Vertigo
apocdud,16,22,58.6,71.4%,0.77,e-LEMON-ators,Rooster,Inferno
Nodios,18,17,57.9,59.3%,0.98,ECSTATIC,500,Anubis
silas,28,29,82.6,78.6%,1.11,Vendetta,Strife,Nuke
djay,15,19,46.2,63.0%,0.71,ATK,EG Black,Mirage
desh,18,15,80.1,75.0%,1.17,INTZ,O PLANO,Nuke
nacho,18,21,69.6,60.0%,0.92,Desorganizados,WINDINGO,Anubis
cxzi,16,16,64.2,70.8%,1.04,Vendetta,ATK,Mirage
Snakes,11,22,66.7,53.8%,0.64,Strife,EG Black,Nuke
zmb,10,10,70.0,70.0%,1.14,FURIA Academy,FUSION,Vertigo
STYKO,15,25,62.5,58.3%,0.76,Apeks,Aurora,Mirage
zdr,9,18,39.6,75.0%,0.76,CARECAS,Boca Juniors,Anubis
kennyS,12,22,55.3,48.0%,0.62,Falcons,1WIN,Overpass
dream3r,13,17,59.8,64.0%,0.85,359,ECLOT,Mirage
Ex3rcice,9,19,48.5,41.7%,0.6,HEET,GODSENT,Inferno
ObZen,5,14,35.5,41.2%,0.35,Stirlzs Angels,Grayhound,Inferno
mathio,6,18,45.0,56.5%,0.48,empire goblins,Enterprise,Inferno
nexar,19,19,68.7,75.0%,1.01,sunday school,VERTEX,Overpass
Danejoris,16,19,58.6,75.0%,0.98,Davenport University,Mythic,Inferno
sacrifice,12,11,48.4,73.1%,0.93,1 JIN,Snakes Den,Vertigo
Lx,17,17,71.5,75.0%,1.0,Shimmer,Detonate SparX,Inferno
enzero,14,17,54.4,70.4%,0.86,HYDRA,Arcadia,Overpass
milky,12,21,45.7,70.0%,0.75,Believe,Iron Branch,Inferno
righi,10,15,47.0,68.0%,0.78,Desorganizados,Case,Mirage
KalubeR,15,21,67.1,70.0%,0.85,Partizan,500,Ancient
jenkon,19,18,62.2,83.3%,1.0,NIP Impact,9 Pandas Fearless,Mirage
Nexius,13,22,58.0,48.1%,0.68,MOUZ NXT,K23,Ancient
atarax1a,4,18,39.4,35.0%,0.36,Boca Juniors,INTZ,Anubis
skyye,8,18,44.6,60.0%,0.66,BIG Academy,Illuminar,Inferno
4jai,10,20,44.0,60.0%,0.57,Do Not Disturb La,Wheel Chair,Vertigo
Kiyo,11,21,51.3,62.1%,0.68,Arena,DeadWeight,Vertigo
Umar,10,11,72.6,81.0%,1.1,Take Flyte,Mythic,Inferno
bebest,11,19,60.1,45.8%,0.64,Arena,better than you,Overpass
MarKE,9,21,51.4,55.6%,0.57,Nouns,MIBR,Inferno
KOT3,14,17,58.4,70.4%,0.93,Cartel terraza,Davenport University,Nuke
Grizz,11,21,62.0,61.5%,0.73,Limitless,Snakes Den,Ancient
Peeping,17,22,62.1,62.1%,0.78,1 JIN,Tsunami,Inferno
Jeorge,15,21,80.2,53.8%,0.81,EG Black,ATK,Mirage
ABM,11,19,39.4,67.9%,0.65,Furious,FURIA Academy,Overpass
DANVIET,11,22,52.8,42.3%,0.52,Fuscão 1500,Hype,Vertigo
ReaN,14,18,66.1,70.4%,0.87,Þór,Atlantic,Overpass
dox,15,17,46.1,75.9%,0.88,Coalesce,Partizan,Vertigo
electroNic,9,17,52.3,58.3%,0.58,Natus Vincere,FaZe,Nuke
delboNi,13,13,61.8,80.0%,1.07,Flamengo,Sharks,Mirage
kRaSnaL,14,19,77.0,70.4%,1.01,Monte,1WIN,Ancient
nilo,14,19,75.4,69.2%,1.04,Young Ninjas,PROSPECTS,Mirage
milky,11,25,44.8,58.6%,0.56,Believe,FTW,Vertigo
RICIOLI,15,20,65.5,77.8%,1.09,ODDIK,RED Canids,Vertigo
Pipw,8,19,45.8,54.2%,0.59,Insilio,500,Overpass
sad,14,24,54.5,60.0%,0.68,Iron Branch,PROSPECTS,Anubis
sarenii,16,22,54.7,63.0%,0.74,Budapest Five,Believe,Inferno
lunAtic,7,17,37.2,45.0%,0.45,HONORIS,1WIN,Inferno
guidimon,19,23,58.3,60.0%,0.81,FUSION,ARCTIC,Inferno
Djoko,11,15,51.9,72.0%,0.86,HEET,Coalesce,Inferno
ewjerkz,13,19,60.3,50.0%,0.73,SAW,Monte,Vertigo
S3NSEY,14,21,54.3,73.3%,0.81,BIG Academy,ECSTATIC,Anubis
lan,12,19,57.5,80.0%,0.84,Wings Up,IHC,Nuke
BRACE,20,26,60.7,66.7%,0.84,VERTEX,Grayhound,Ancient
Tham,12,18,63.3,59.1%,0.6,better than you,DeadWeight,Overpass
Jamie,8,20,45.0,43.5%,0.45,Mc,Arena,Inferno
Rackem,13,17,52.4,63.0%,0.8,Rooster,VERTEX,Vertigo
chop,5,18,32.5,43.5%,0.36,Vendetta,MIBR,Inferno
Peeping,12,22,65.7,53.8%,0.71,1 JIN,Take Flyte,Mirage
LegenD,11,18,35.8,60.0%,0.7,Cartel terraza,Limitless,Ancient
Magic,14,20,55.0,66.7%,0.68,Tsunami,Mythic,Inferno
t9rnay,15,22,62.4,72.4%,0.79,RED Canids,Flamengo,Mirage
Snakes,14,24,62.6,51.7%,0.69,Strife,EG Black,Inferno
Seb,14,17,54.1,64.3%,0.86,Snakes Den,Davenport University,Vertigo
Alisson,15,15,63.7,62.5%,0.98,Meta,Sharks,Anubis
DemQQ,15,16,65.7,75.0%,0.94,Monte,FORZE,Overpass
MUTiRiS,10,11,59.8,82.6%,1.04,SAW,K23,Ancient
Boombl4,20,23,66.6,56.7%,0.86,1WIN,9INE,Nuke
Perfecto,14,12,59.2,79.2%,1.02,Natus Vincere,Heroic,Inferno
kraghen,11,9,61.1,84.2%,1.18,ECSTATIC,Partizan,Nuke
supra,16,26,48.1,61.1%,0.67,Boston crab,Insilio,Ancient
S0tF1k,12,11,62.8,85.7%,1.06,Spirit Academy,500,Overpass
Nexius,14,19,73.9,65.4%,0.99,MOUZ NXT,359,Ancient
MaSvAl,15,15,56.3,76.7%,0.96,Iron Branch,Viperio,Overpass
s1n,15,9,77.9,73.7%,1.26,BIG Academy,FTW,Anubis
ckzao,14,20,48.0,71.4%,0.77,RED Canids,ODDIK,Anubis
AZR,11,14,59.3,72.7%,0.88,Sprout,PROSPECTS,Anubis
sarenii,8,22,39.0,53.8%,0.42,Budapest Five,HEET,Inferno
ropz,17,19,70.7,60.0%,0.93,FaZe,FORZE,Overpass
zaNNN,14,17,51.0,70.4%,0.82,Illuminar,SINNERS,Anubis
baz,10,20,50.0,48.1%,0.56,Spirit Academy,Iron Branch,Overpass
RAiLWAY,12,23,57.2,51.9%,0.55,Boston crab,Sprout,Vertigo
MistR,5,18,29.2,36.8%,0.31,Astralis Talent,K23,Inferno
SPine,11,24,50.1,63.3%,0.66,Newhappy,Wings Up,Anubis
pz,12,13,63.3,73.9%,1.04,VERTEX,Grayhound,Inferno
ADK,10,13,41.8,72.0%,0.82,Rooster,Encore,Inferno
ADK,14,14,49.1,75.0%,0.99,Rooster,VERTEX,Inferno
Hatz,11,21,54.3,56.7%,0.68,Encore,Grayhound,Ancient
bMAX,18,23,61.1,59.3%,0.75,byte,CLG Red,Overpass
yodinha2k,22,24,54.6,69.4%,0.9,MIBR fe,W7M fe,Inferno
J0LZ,16,23,55.7,58.6%,0.77,Strife,Nouns,Mirage
iDk,6,15,34.2,65.2%,0.55,TeamOne,EG Black,Inferno
Reef,4,18,36.7,44.4%,0.23,Factor Ruby,Detonate SparX,Inferno
Swisher,6,19,52.2,26.3%,0.29,ATK,MIBR,Vertigo
rdnzao,21,24,62.4,74.3%,0.87,Sharks,ARCTIC,Vertigo
Ex3rcice,8,19,45.7,65.4%,0.64,HEET,Astralis,Nuke
maru,14,22,48.1,63.3%,0.66,LRV fe,B4 fe,Nuke
Snappi,15,19,64.4,70.4%,0.9,ENCE,Vitality,Overpass
Krs7N,12,19,47.4,58.6%,0.68,Coalesce,Believe,Inferno
seized,9,18,60.0,52.4%,0.63,9 Pandas,sYnck,Nuke
bobeksde,15,23,64.8,53.3%,0.78,PROSPECTS,Endpoint,Overpass
Margo,10,20,59.9,50.0%,0.7,Angels,G2 Oya,Overpass
S3NSEY,14,19,44.1,82.1%,0.8,BIG Academy,ECSTATIC,Vertigo
KalubeR,12,19,56.7,70.4%,0.77,Partizan,FTW,Nuke
story,13,19,51.6,55.6%,0.71,SAW,EYEBALLERS,Ancient
arTisT,9,22,55.5,53.8%,0.62,Viperio,500,Ancient
Jammie,15,21,67.5,60.7%,0.76,Spirit fe,BIG EQUIPA,Anubis
casey,14,14,59.7,79.2%,1.11,PALOMA,Monte,Ancient
delboNi,16,16,66.5,69.2%,0.99,Flamengo,Boca Juniors,Mirage
JDC,9,22,41.5,63.0%,0.58,MOUZ,Cloud9,Vertigo
hype,14,13,43.6,77.8%,1.0,PROSPECTS,Insilio,Anubis
Woro2k,22,27,61.4,60.0%,0.86,Monte,Apeks,Mirage
K1-FiDa,12,13,61.6,82.6%,0.98,ECLOT,PALOMA,Mirage
zaNNN,17,25,61.1,62.1%,0.78,Illuminar,ECSTATIC,Vertigo
IZR,19,27,54.1,65.9%,0.78,Clutch,Wings Up,Inferno
jiejie,15,10,68.1,90.5%,1.3,Newhappy,GR,Anubis
bLitz,9,24,42.7,65.7%,0.64,IHC,Lynn Vision,Inferno
DemQQ,6,16,33.0,54.5%,0.49,Monte,Spirit Academy,Nuke
oxygeN,14,21,53.8,67.9%,0.79,359,Partizan,Anubis
skyye,13,21,61.9,73.3%,0.85,BIG Academy,SINNERS,Vertigo
nauh,12,21,47.8,58.6%,0.73,e-LEMON-ators,Encore,Nuke
HeavyGod,10,22,46.2,52.0%,0.56,Endpoint,Apeks,Inferno
Snakes,11,18,59.7,64.0%,0.76,Strife,timbermen,Mirage
cynic,9,22,56.6,46.2%,0.51,Nouns,MIBR,Anubis
b0denmaster,12,20,46.8,57.1%,0.7,ATK,EG Black,Mirage
Maluk3,14,22,54.3,58.6%,0.82,TeamOne,Detonate,Mirage
olya,6,20,38.5,66.7%,0.57,Saints,Shimmer,Inferno
Moistened,10,18,54.0,60.0%,0.53,Starfish,EG Gold,Overpass
Momo,9,19,47.9,41.7%,0.48,EG White,Nouns,Mirage
Snakes,12,14,52.0,73.1%,0.87,Strife,Detonate,Anubis
s1non,15,16,50.7,84.0%,1.02,Black Dragons fe,ENDGAME,Nuke
Snobling,18,22,81.2,65.5%,0.91,LDLC,Spirit Academy,Anubis
nolkz,11,20,44.7,55.6%,0.6,Fuscão 1500,Meta,Inferno
zevy,14,20,60.5,55.2%,0.79,paiN,MOUZ,Inferno
maxster,14,15,65.9,73.9%,1.01,Young Ninjas,Astralis Talent,Ancient
t4tty,12,20,64.5,60.9%,0.62,9 Pandas Fearless,NAVI Javelins,Nuke
miLo,13,19,64.6,69.2%,0.76,Aces,Nigma Galaxy,Overpass
yuurih,8,17,54.7,52.2%,0.58,FURIA,FaZe,Nuke
mhL,22,18,72.9,65.5%,0.99,Endpoint,iNation,Inferno
reiko,19,23,64.9,63.3%,0.85,HONORIS,MOUZ NXT,Vertigo
b1t,12,13,74.4,73.9%,1.01,Natus Vincere,Outsiders,Mirage
jks,11,16,44.7,50.0%,0.72,G2,ENCE,Vertigo
maaRaa,36,50,68.9,62.1%,0.78,IHC,Newhappy,Inferno
DemQQ,12,13,57.7,78.3%,0.97,Monte,Sangal,Vertigo
Enzo,15,26,56.6,61.1%,0.67,AGO,359,Anubis
starDUST,8,17,47.8,47.4%,0.51,Clutch,Eruption,Anubis
Westmelon,11,9,50.5,78.9%,1.11,Lynn Vision,Wings Up,Overpass
ShuFFl,7,20,35.0,50.0%,0.37,FyR,GR,Mirage
jR,17,24,60.8,70.6%,0.84,Iron Branch,Illuminar,Mirage
arTisT,11,21,54.6,50.0%,0.58,Viperio,K23,Nuke
jL,20,31,76.1,63.9%,0.83,Apeks,BIG,Inferno
Gabe,7,21,54.1,58.3%,0.47,REIGN,EG White,Inferno
MisteM,36,36,71.3,58.3%,0.98,ATK,Strife,Mirage
Magic,11,18,51.5,53.6%,0.66,Tsunami,Vendetta,Mirage
Maluk3,14,21,49.0,60.7%,0.68,TeamOne,Nouns,Ancient
brett,1,16,28.1,17.6%,0.07,Detonate,MIBR,Vertigo
Kermi,7,16,46.0,47.1%,0.39,Vireo.pro,Strife,Anubis
SHOOWTiME,14,22,67.3,71.4%,0.85,Flamengo,Sharks,Mirage
Brooxsy,9,22,43.7,63.0%,0.55,LDLC,Copenhagen Flames,Inferno
NickelBack,12,20,55.9,62.1%,0.8,1WIN,FORZE,Inferno
atarax1a,19,26,54.1,64.7%,0.79,Boca Juniors,ARCTIC,Ancient
sNx,12,12,53.6,60.9%,0.87,PALOMA,Into the Bin,Nuke
JW,15,17,62.6,72.0%,0.97,EYEBALLERS,Let us cook,Ancient
nqz,15,13,58.5,83.3%,1.13,00NATION,Natus Vincere,Overpass
Ping,14,21,47.1,63.0%,0.66,Viperio,Partizan,Nuke
jL,19,25,67.1,52.8%,0.84,Apeks,Monte,Vertigo
PERCY,6,19,56.5,42.9%,0.49,CEPTER,Astralis Talent,Ancient
Magnojez,14,17,58.2,63.0%,0.89,K23,9INE,Overpass
MUTiRiS,11,19,57.0,59.3%,0.72,SAW,Endpoint,Vertigo
ragga,16,19,57.7,55.2%,0.84,Nexus,iNation,Vertigo
nitr0,8,22,38.3,60.7%,0.48,Liquid,paiN,Ancient
sarenii,23,24,60.9,71.4%,0.96,Budapest Five,Boston crab,Nuke
Sobol,11,19,53.1,60.9%,0.63,HONORIS,PROSPECTS,Vertigo
emi,14,24,70.2,56.7%,0.68,Partizan,MOUZ NXT,Vertigo
mezii,14,24,55.3,44.8%,0.59,fnatic,FURIA,Anubis
dav1g,9,18,50.0,68.2%,0.65,Movistar Riders,G2,Inferno
ottoNd,9,17,48.4,54.2%,0.64,HAVU,BIG,Inferno
hasteka,11,16,50.4,64.3%,0.8,Clutch,IHC,Inferno
Sange,8,22,42.5,48.1%,0.48,FyR,Lynn Vision,Nuke
LUMSEN,6,16,46.6,57.9%,0.48,NtK,Tricked,Overpass
gas,18,15,74.7,72.7%,1.15,Wings Up,GR,Inferno
SPine,12,11,58.5,75.0%,1.12,Newhappy,Eruption,Anubis
bnox,8,19,54.3,45.5%,0.47,Illuminar,1WIN,Mirage
rallen,15,20,62.8,55.6%,0.68,Into the Breach,Sangal,Inferno
S1rva,14,17,45.1,61.5%,0.79,ENCE Academy,HEET,Inferno
Surreal,10,10,60.6,76.5%,1.05,Endpoint,Young Ninjas,Inferno
Jry,5,19,47.1,40.0%,0.39,ex-Antic,VERTEX,Overpass
kralz ,12,23,65.7,69.2%,0.71,DNA,Nouns,Ancient
snav,10,17,53.3,57.7%,0.65,timbermen,Vendetta,Mirage
Bear,10,18,73.2,55.0%,0.61,Zero MarksMen,MIBR,Overpass
detr0ittJ,10,16,41.2,60.7%,0.75,RED Canids,Fuscão 1500,Inferno
BabyRage,10,17,60.0,59.1%,0.61,Mad Kings,yur,Ancient
Fr3nk1e,9,19,51.2,58.3%,0.59,timbermen,EG Black,Overpass
cxzi,10,21,45.3,61.5%,0.6,Vendetta,Strife,Nuke
uhKelsie,1,16,19.1,29.4%,0.17,CLG Red,Detonate,Overpass
abr,18,27,47.8,55.0%,0.66,Meta,ODDIK,Ancient
outex,12,17,51.5,72.0%,0.75,SINNERS,AGO,Overpass
SHiNE,10,21,68.9,63.6%,0.6,EYEBALLERS,Apeks,Overpass
voltera,7,20,41.2,53.8%,0.48,Corinthians,RED Canids,Mirage
jarko,6,17,51.5,36.8%,0.51,MASONIC,Astralis Talent,Overpass
ArroW,11,23,59.6,57.1%,0.65,BIG Academy,K23,Anubis
MiGHTYMAX,8,17,41.2,63.0%,0.71,Endpoint,500,Mirage
mupzG,13,8,82.9,75.0%,1.25,CEPTER,Tricked,Vertigo
shaiK,16,22,75.3,60.0%,0.91,359,Astralis Talent,Anubis
HippoV,14,20,53.5,57.1%,0.74,HEET,Monte,Ancient
leckr,11,18,54.8,64.0%,0.66,Enterprise,EYEBALLERS,Inferno
S0tF1k,16,21,62.6,51.7%,0.76,Spirit Academy,GODSENT,Inferno
miko,11,19,51.4,52.0%,0.57,empire goblins,iNation,Inferno
MMS,20,25,54.6,65.7%,0.76,Viperio,ECSTATIC,Nuke
FRANAR,10,18,51.1,55.6%,0.67,WINDINGO,Flamengo,Inferno
Bigantt,9,27,45.4,63.9%,0.56,Melly Madness,7AM NA,Inferno
darchevile,16,25,53.9,55.6%,0.72,AGO,Partizan,Ancient
Buzz,12,20,43.3,53.6%,0.57,Astralis,Liquid,Mirage
CoJoMo,13,24,46.5,40.7%,0.48,REIGN,Melly Madness,Mirage
AtomiK,6,16,30.4,45.0%,0.47,7AM NA,X13,Anubis
Queenix,15,15,53.5,69.2%,0.9,ECSTATIC,Copenhagen Flames,Inferno
Forester,16,21,70.8,70.0%,0.88,1WIN,359,Inferno
Maden,14,20,61.1,65.5%,0.8,ENCE,FORZE,Anubis
kraghen,11,10,64.3,85.0%,1.05,ECSTATIC,HAVU,Anubis
magixx,11,20,42.6,53.3%,0.63,Spirit,Astralis,Mirage
Q-Q,13,12,55.4,82.6%,1.01,MOUZ NXT,SINNERS,Ancient
birdfromsky,17,18,85.2,73.1%,1.09,Copenhagen Flames,Sprout,Vertigo
TjP,8,20,56.8,50.0%,0.5,Rooster,VERTEX,Nuke
Altekz,10,22,61.5,60.7%,0.64,Astralis Talent,Illuminar,Vertigo
Hatz,20,28,62.8,60.0%,0.77,Encore,Rooster,Inferno
piriaz1n,5,17,37.5,36.8%,0.29,O PLANO,9z,Ancient
Feral,17,18,56.9,76.5%,0.97,X13,1 JIN,Anubis
gh,29,28,67.2,66.7%,0.97,paiN Academy,FURIA Academy,Mirage
SLIGHT,10,18,39.8,57.1%,0.62,Detonate,EG Black,Overpass
Alisson,18,17,69.0,78.6%,0.96,Meta,TropiCaos,Nuke
history,18,19,53.2,67.9%,0.89,Fluxo,O PLANO,Inferno
droid,12,15,52.8,66.7%,0.89,timbermen,Detonate,Mirage
nicx,15,20,56.3,51.7%,0.76,Take Flyte,EG Black,Inferno
proSHOW,12,18,58.2,55.2%,0.77,Corinthians,Furious,Anubis
alex666,19,25,68.8,69.0%,0.82,B8,Iron Branch,Nuke
JamYoung,8,15,46.7,42.9%,0.48,Rare Atom,Liquid,Mirage
buda,17,18,76.1,66.7%,1.04,9z,RED Canids,Ancient
skyye,8,17,48.1,50.0%,0.53,BIG Academy,PROSPECTS,Vertigo
electroNic,15,14,73.7,69.6%,1.0,Natus Vincere,Spirit,Nuke
br0,17,21,81.9,69.0%,1.03,Astralis Talent,Tricked,Mirage
maxster,11,19,46.9,63.3%,0.73,Young Ninjas,Viperio,Nuke
Raijin,11,18,59.5,66.7%,0.8,K23,HONORIS,Overpass
Xyp9x,9,17,60.8,66.7%,0.78,Astralis,ATK,Mirage
